Causas (lista reducida);Sexo;Nacionalidad;Total
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Francia;15
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Irlanda;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Italia;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Países Bajos;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Polonia;5
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Portugal;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Reino Unido;24
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Rumanía;9
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Suecia;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Resto de la UE-27;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Noruega;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Rusia;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Suiza;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Ucrania;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Resto de EUROPA;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;PAÍSES DE ÁFRICA;23
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Argelia;2
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Marruecos;17
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Resto de ÁFRICA;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;PAÍSES DE AMÉRICA;9
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Argentina;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Bolivia;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Brasil;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Colombia;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Cuba;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Ecuador;1
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Estados Unidos de América;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Perú;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Uruguay;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Resto de AMÉRICA;4
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;PAÍSES DE ASIA;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;China;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Resto de ASIA;3
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Resto de PAÍSES;0
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;No consta;7
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Total de defunciones;1.320
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;PAÍSES DE EUROPA;1.304
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Países de la UE-27;1.296
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Alemania;14
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Austria;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Bélgica;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Bulgaría;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Dinamarca;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;España;1.239
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Finlandia;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Francia;13
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Irlanda;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Italia;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Países Bajos;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Polonia;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Portugal;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Reino Unido;14
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Rumanía;4
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Suecia;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Resto de la UE-27;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Noruega;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Rusia;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Suiza;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Ucrania;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Resto de EUROPA;2
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;PAÍSES DE ÁFRICA;6
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Argelia;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Marruecos;5
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Resto de ÁFRICA;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;PAÍSES DE AMÉRICA;9
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Argentina;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Bolivia;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Brasil;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Colombia;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Cuba;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Ecuador;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Estados Unidos de América;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Perú;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Uruguay;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Resto de AMÉRICA;3
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;PAÍSES DE ASIA;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;China;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Resto de ASIA;1
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Resto de PAÍSES;0
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;No consta;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Total de defunciones;185
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;PAÍSES DE EUROPA;177
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Países de la UE-27;176
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Alemania;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Austria;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Bélgica;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Bulgaría;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Dinamarca;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;España;166
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Finlandia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Francia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Irlanda;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Italia;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Países Bajos;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Polonia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Portugal;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Reino Unido;3
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Rumanía;2
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Suecia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Resto de la UE-27;2
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Noruega;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Rusia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Suiza;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Ucrania;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Resto de EUROPA;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;PAÍSES DE ÁFRICA;6
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Argelia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Marruecos;3
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Resto de ÁFRICA;3
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;PAÍSES DE AMÉRICA;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Argentina;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Bolivia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Brasil;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Colombia;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Cuba;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Ecuador;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Estados Unidos de América;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Perú;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Uruguay;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Resto de AMÉRICA;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;PAÍSES DE ASIA;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;China;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Resto de ASIA;1
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Resto de PAÍSES;0
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;No consta;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Total de defunciones;107
094 Accidentes por fuego, humo y sustancias calientes;Hombres;PAÍSES DE EUROPA;101
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Países de la UE-27;100
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Alemania;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Austria;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Bélgica;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Bulgaría;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Dinamarca;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;España;93
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Finlandia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Francia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Irlanda;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Italia;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Países Bajos;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Polonia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Portugal;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Reino Unido;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Rumanía;2
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Suecia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Resto de la UE-27;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Noruega;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Rusia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Suiza;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Ucrania;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Resto de EUROPA;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;PAÍSES DE ÁFRICA;5
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Argelia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Marruecos;2
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Resto de ÁFRICA;3
094 Accidentes por fuego, humo y sustancias calientes;Hombres;PAÍSES DE AMÉRICA;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Argentina;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Bolivia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Brasil;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Colombia;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Cuba;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Ecuador;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Estados Unidos de América;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Perú;1
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Uruguay;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Resto de AMÉRICA;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;PAÍSES DE ASIA;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;China;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Resto de ASIA;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Resto de PAÍSES;0
094 Accidentes por fuego, humo y sustancias calientes;Hombres;No consta;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Total de defunciones;78
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;PAÍSES DE EUROPA;76
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Países de la UE-27;76
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Alemania;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Austria;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Bélgica;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Bulgaría;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Dinamarca;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;España;73
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Finlandia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Francia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Irlanda;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Italia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Países Bajos;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Polonia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Portugal;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Reino Unido;2
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Rumanía;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Suecia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Resto de la UE-27;1
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Noruega;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Rusia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Suiza;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Ucrania;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Resto de EUROPA;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;PAÍSES DE ÁFRICA;1
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Argelia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Marruecos;1
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Resto de ÁFRICA;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;PAÍSES DE AMÉRICA;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Argentina;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Bolivia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Brasil;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Colombia;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Cuba;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Ecuador;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Estados Unidos de América;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Perú;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Uruguay;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Resto de AMÉRICA;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;PAÍSES DE ASIA;1
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;China;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Resto de ASIA;1
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Resto de PAÍSES;0
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;No consta;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Total de defunciones;789
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;PAÍSES DE EUROPA;765
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Países de la UE-27;752
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Alemania;5
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Austria;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Bélgica;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Bulgaría;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Dinamarca;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;España;701
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Finlandia;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Francia;4
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Irlanda;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Italia;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Países Bajos;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Polonia;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Portugal;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Reino Unido;15
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Rumanía;6
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Suecia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Resto de la UE-27;5
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Noruega;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Rusia;6
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Suiza;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Ucrania;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Resto de EUROPA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;PAÍSES DE ÁFRICA;8
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Argelia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Marruecos;6
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Resto de ÁFRICA;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;PAÍSES DE AMÉRICA;12
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Argentina;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Bolivia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Brasil;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Colombia;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Cuba;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Ecuador;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Estados Unidos de América;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Perú;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Uruguay;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Resto de AMÉRICA;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;PAÍSES DE ASIA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;China;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Resto de ASIA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Resto de PAÍSES;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;No consta;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Total de defunciones;550
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;PAÍSES DE EUROPA;531
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Países de la UE-27;520
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Alemania;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Austria;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Bélgica;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Bulgaría;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Dinamarca;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;España;482
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Finlandia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Francia;4
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Irlanda;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Italia;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Países Bajos;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Polonia;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Portugal;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Reino Unido;12
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Rumanía;5
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Suecia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Resto de la UE-27;4
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Noruega;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Rusia;5
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Suiza;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Ucrania;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Resto de EUROPA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;PAÍSES DE ÁFRICA;5
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Argelia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Marruecos;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Resto de ÁFRICA;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;PAÍSES DE AMÉRICA;10
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Argentina;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Bolivia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Brasil;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Colombia;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Cuba;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Ecuador;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Estados Unidos de América;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Perú;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Uruguay;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Resto de AMÉRICA;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;PAÍSES DE ASIA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;China;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Resto de ASIA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Resto de PAÍSES;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;No consta;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Total de defunciones;239
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;PAÍSES DE EUROPA;234
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Países de la UE-27;232
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Alemania;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Austria;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Bélgica;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Bulgaría;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Dinamarca;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;España;219
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Finlandia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Francia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Irlanda;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Italia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Países Bajos;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Polonia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Portugal;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Reino Unido;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Rumanía;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Suecia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Resto de la UE-27;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Noruega;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Rusia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Suiza;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Ucrania;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Resto de EUROPA;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;PAÍSES DE ÁFRICA;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Argelia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Marruecos;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Resto de ÁFRICA;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;PAÍSES DE AMÉRICA;2
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Argentina;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Bolivia;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Brasil;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Colombia;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Cuba;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Ecuador;1
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Estados Unidos de América;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Perú;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Uruguay;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Resto de AMÉRICA;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;PAÍSES DE ASIA;0
