Causas (lista reducida);Sexo;Nacionalidad;Total
015 Tumor maligno del páncreas;Ambos sexos;Reino Unido;58
015 Tumor maligno del páncreas;Ambos sexos;Rumanía;18
015 Tumor maligno del páncreas;Ambos sexos;Suecia;2
015 Tumor maligno del páncreas;Ambos sexos;Resto de la UE-27;5
015 Tumor maligno del páncreas;Ambos sexos;Noruega;0
015 Tumor maligno del páncreas;Ambos sexos;Rusia;4
015 Tumor maligno del páncreas;Ambos sexos;Suiza;5
015 Tumor maligno del páncreas;Ambos sexos;Ucrania;4
015 Tumor maligno del páncreas;Ambos sexos;Resto de EUROPA;0
015 Tumor maligno del páncreas;Ambos sexos;PAÍSES DE ÁFRICA;12
015 Tumor maligno del páncreas;Ambos sexos;Argelia;0
015 Tumor maligno del páncreas;Ambos sexos;Marruecos;4
015 Tumor maligno del páncreas;Ambos sexos;Resto de ÁFRICA;8
015 Tumor maligno del páncreas;Ambos sexos;PAÍSES DE AMÉRICA;30
015 Tumor maligno del páncreas;Ambos sexos;Argentina;9
015 Tumor maligno del páncreas;Ambos sexos;Bolivia;2
015 Tumor maligno del páncreas;Ambos sexos;Brasil;1
015 Tumor maligno del páncreas;Ambos sexos;Colombia;1
015 Tumor maligno del páncreas;Ambos sexos;Cuba;1
015 Tumor maligno del páncreas;Ambos sexos;Ecuador;3
015 Tumor maligno del páncreas;Ambos sexos;Estados Unidos de América;2
015 Tumor maligno del páncreas;Ambos sexos;Perú;1
015 Tumor maligno del páncreas;Ambos sexos;Uruguay;1
015 Tumor maligno del páncreas;Ambos sexos;Resto de AMÉRICA;9
015 Tumor maligno del páncreas;Ambos sexos;PAÍSES DE ASIA;2
015 Tumor maligno del páncreas;Ambos sexos;China;1
015 Tumor maligno del páncreas;Ambos sexos;Resto de ASIA;1
015 Tumor maligno del páncreas;Ambos sexos;Resto de PAÍSES;0
015 Tumor maligno del páncreas;Ambos sexos;No consta;0
015 Tumor maligno del páncreas;Hombres;Total de defunciones;3.434
015 Tumor maligno del páncreas;Hombres;PAÍSES DE EUROPA;3.415
015 Tumor maligno del páncreas;Hombres;Países de la UE-27;3.409
015 Tumor maligno del páncreas;Hombres;Alemania;18
015 Tumor maligno del páncreas;Hombres;Austria;0
015 Tumor maligno del páncreas;Hombres;Bélgica;5
015 Tumor maligno del páncreas;Hombres;Bulgaría;2
015 Tumor maligno del páncreas;Hombres;Dinamarca;0
015 Tumor maligno del páncreas;Hombres;España;3.319
015 Tumor maligno del páncreas;Hombres;Finlandia;0
015 Tumor maligno del páncreas;Hombres;Francia;8
015 Tumor maligno del páncreas;Hombres;Irlanda;0
015 Tumor maligno del páncreas;Hombres;Italia;7
015 Tumor maligno del páncreas;Hombres;Países Bajos;7
015 Tumor maligno del páncreas;Hombres;Polonia;0
015 Tumor maligno del páncreas;Hombres;Portugal;2
015 Tumor maligno del páncreas;Hombres;Reino Unido;28
015 Tumor maligno del páncreas;Hombres;Rumanía;7
015 Tumor maligno del páncreas;Hombres;Suecia;2
015 Tumor maligno del páncreas;Hombres;Resto de la UE-27;4
015 Tumor maligno del páncreas;Hombres;Noruega;0
015 Tumor maligno del páncreas;Hombres;Rusia;0
015 Tumor maligno del páncreas;Hombres;Suiza;4
015 Tumor maligno del páncreas;Hombres;Ucrania;2
015 Tumor maligno del páncreas;Hombres;Resto de EUROPA;0
015 Tumor maligno del páncreas;Hombres;PAÍSES DE ÁFRICA;7
015 Tumor maligno del páncreas;Hombres;Argelia;0
015 Tumor maligno del páncreas;Hombres;Marruecos;2
015 Tumor maligno del páncreas;Hombres;Resto de ÁFRICA;5
015 Tumor maligno del páncreas;Hombres;PAÍSES DE AMÉRICA;11
015 Tumor maligno del páncreas;Hombres;Argentina;3
015 Tumor maligno del páncreas;Hombres;Bolivia;1
015 Tumor maligno del páncreas;Hombres;Brasil;0
015 Tumor maligno del páncreas;Hombres;Colombia;0
015 Tumor maligno del páncreas;Hombres;Cuba;1
015 Tumor maligno del páncreas;Hombres;Ecuador;1
015 Tumor maligno del páncreas;Hombres;Estados Unidos de América;0
015 Tumor maligno del páncreas;Hombres;Perú;1
015 Tumor maligno del páncreas;Hombres;Uruguay;1
015 Tumor maligno del páncreas;Hombres;Resto de AMÉRICA;3
015 Tumor maligno del páncreas;Hombres;PAÍSES DE ASIA;1
015 Tumor maligno del páncreas;Hombres;China;1
015 Tumor maligno del páncreas;Hombres;Resto de ASIA;0
015 Tumor maligno del páncreas;Hombres;Resto de PAÍSES;0
015 Tumor maligno del páncreas;Hombres;No consta;0
015 Tumor maligno del páncreas;Mujeres;Total de defunciones;3.355
015 Tumor maligno del páncreas;Mujeres;PAÍSES DE EUROPA;3.330
015 Tumor maligno del páncreas;Mujeres;Países de la UE-27;3.323
015 Tumor maligno del páncreas;Mujeres;Alemania;4
015 Tumor maligno del páncreas;Mujeres;Austria;0
015 Tumor maligno del páncreas;Mujeres;Bélgica;1
015 Tumor maligno del páncreas;Mujeres;Bulgaría;7
015 Tumor maligno del páncreas;Mujeres;Dinamarca;0
015 Tumor maligno del páncreas;Mujeres;España;3.250
015 Tumor maligno del páncreas;Mujeres;Finlandia;0
015 Tumor maligno del páncreas;Mujeres;Francia;7
015 Tumor maligno del páncreas;Mujeres;Irlanda;1
015 Tumor maligno del páncreas;Mujeres;Italia;6
015 Tumor maligno del páncreas;Mujeres;Países Bajos;3
015 Tumor maligno del páncreas;Mujeres;Polonia;0
015 Tumor maligno del páncreas;Mujeres;Portugal;2
015 Tumor maligno del páncreas;Mujeres;Reino Unido;30
015 Tumor maligno del páncreas;Mujeres;Rumanía;11
015 Tumor maligno del páncreas;Mujeres;Suecia;0
015 Tumor maligno del páncreas;Mujeres;Resto de la UE-27;1
015 Tumor maligno del páncreas;Mujeres;Noruega;0
015 Tumor maligno del páncreas;Mujeres;Rusia;4
015 Tumor maligno del páncreas;Mujeres;Suiza;1
015 Tumor maligno del páncreas;Mujeres;Ucrania;2
015 Tumor maligno del páncreas;Mujeres;Resto de EUROPA;0
015 Tumor maligno del páncreas;Mujeres;PAÍSES DE ÁFRICA;5
015 Tumor maligno del páncreas;Mujeres;Argelia;0
015 Tumor maligno del páncreas;Mujeres;Marruecos;2
015 Tumor maligno del páncreas;Mujeres;Resto de ÁFRICA;3
015 Tumor maligno del páncreas;Mujeres;PAÍSES DE AMÉRICA;19
015 Tumor maligno del páncreas;Mujeres;Argentina;6
015 Tumor maligno del páncreas;Mujeres;Bolivia;1
015 Tumor maligno del páncreas;Mujeres;Brasil;1
015 Tumor maligno del páncreas;Mujeres;Colombia;1
015 Tumor maligno del páncreas;Mujeres;Cuba;0
015 Tumor maligno del páncreas;Mujeres;Ecuador;2
015 Tumor maligno del páncreas;Mujeres;Estados Unidos de América;2
015 Tumor maligno del páncreas;Mujeres;Perú;0
015 Tumor maligno del páncreas;Mujeres;Uruguay;0
015 Tumor maligno del páncreas;Mujeres;Resto de AMÉRICA;6
015 Tumor maligno del páncreas;Mujeres;PAÍSES DE ASIA;1
015 Tumor maligno del páncreas;Mujeres;China;0
015 Tumor maligno del páncreas;Mujeres;Resto de ASIA;1
015 Tumor maligno del páncreas;Mujeres;Resto de PAÍSES;0
015 Tumor maligno del páncreas;Mujeres;No consta;0
016 Otros tumores malignos digestivos;Ambos sexos;Total de defunciones;2.516
016 Otros tumores malignos digestivos;Ambos sexos;PAÍSES DE EUROPA;2.491
016 Otros tumores malignos digestivos;Ambos sexos;Países de la UE-27;2.488
016 Otros tumores malignos digestivos;Ambos sexos;Alemania;9
016 Otros tumores malignos digestivos;Ambos sexos;Austria;1
016 Otros tumores malignos digestivos;Ambos sexos;Bélgica;1
016 Otros tumores malignos digestivos;Ambos sexos;Bulgaría;1
016 Otros tumores malignos digestivos;Ambos sexos;Dinamarca;1
016 Otros tumores malignos digestivos;Ambos sexos;España;2.439
016 Otros tumores malignos digestivos;Ambos sexos;Finlandia;1
016 Otros tumores malignos digestivos;Ambos sexos;Francia;4
016 Otros tumores malignos digestivos;Ambos sexos;Irlanda;0
016 Otros tumores malignos digestivos;Ambos sexos;Italia;2
016 Otros tumores malignos digestivos;Ambos sexos;Países Bajos;2
016 Otros tumores malignos digestivos;Ambos sexos;Polonia;0
016 Otros tumores malignos digestivos;Ambos sexos;Portugal;2
016 Otros tumores malignos digestivos;Ambos sexos;Reino Unido;17
016 Otros tumores malignos digestivos;Ambos sexos;Rumanía;6
016 Otros tumores malignos digestivos;Ambos sexos;Suecia;0
016 Otros tumores malignos digestivos;Ambos sexos;Resto de la UE-27;2
016 Otros tumores malignos digestivos;Ambos sexos;Noruega;0
016 Otros tumores malignos digestivos;Ambos sexos;Rusia;0
016 Otros tumores malignos digestivos;Ambos sexos;Suiza;0
016 Otros tumores malignos digestivos;Ambos sexos;Ucrania;3
016 Otros tumores malignos digestivos;Ambos sexos;Resto de EUROPA;0
016 Otros tumores malignos digestivos;Ambos sexos;PAÍSES DE ÁFRICA;6
016 Otros tumores malignos digestivos;Ambos sexos;Argelia;0
016 Otros tumores malignos digestivos;Ambos sexos;Marruecos;4
016 Otros tumores malignos digestivos;Ambos sexos;Resto de ÁFRICA;2
016 Otros tumores malignos digestivos;Ambos sexos;PAÍSES DE AMÉRICA;18
016 Otros tumores malignos digestivos;Ambos sexos;Argentina;0
016 Otros tumores malignos digestivos;Ambos sexos;Bolivia;0
016 Otros tumores malignos digestivos;Ambos sexos;Brasil;1
016 Otros tumores malignos digestivos;Ambos sexos;Colombia;1
016 Otros tumores malignos digestivos;Ambos sexos;Cuba;2
016 Otros tumores malignos digestivos;Ambos sexos;Ecuador;1
016 Otros tumores malignos digestivos;Ambos sexos;Estados Unidos de América;2
016 Otros tumores malignos digestivos;Ambos sexos;Perú;2
016 Otros tumores malignos digestivos;Ambos sexos;Uruguay;1
016 Otros tumores malignos digestivos;Ambos sexos;Resto de AMÉRICA;8
016 Otros tumores malignos digestivos;Ambos sexos;PAÍSES DE ASIA;1
016 Otros tumores malignos digestivos;Ambos sexos;China;0
016 Otros tumores malignos digestivos;Ambos sexos;Resto de ASIA;1
016 Otros tumores malignos digestivos;Ambos sexos;Resto de PAÍSES;0
016 Otros tumores malignos digestivos;Ambos sexos;No consta;0
016 Otros tumores malignos digestivos;Hombres;Total de defunciones;1.235
016 Otros tumores malignos digestivos;Hombres;PAÍSES DE EUROPA;1.223
016 Otros tumores malignos digestivos;Hombres;Países de la UE-27;1.222
016 Otros tumores malignos digestivos;Hombres;Alemania;7
016 Otros tumores malignos digestivos;Hombres;Austria;0
016 Otros tumores malignos digestivos;Hombres;Bélgica;1
016 Otros tumores malignos digestivos;Hombres;Bulgaría;0
016 Otros tumores malignos digestivos;Hombres;Dinamarca;0
016 Otros tumores malignos digestivos;Hombres;España;1.199
016 Otros tumores malignos digestivos;Hombres;Finlandia;0
016 Otros tumores malignos digestivos;Hombres;Francia;2
016 Otros tumores malignos digestivos;Hombres;Irlanda;0
016 Otros tumores malignos digestivos;Hombres;Italia;2
016 Otros tumores malignos digestivos;Hombres;Países Bajos;1
016 Otros tumores malignos digestivos;Hombres;Polonia;0
016 Otros tumores malignos digestivos;Hombres;Portugal;0
016 Otros tumores malignos digestivos;Hombres;Reino Unido;8
016 Otros tumores malignos digestivos;Hombres;Rumanía;1
016 Otros tumores malignos digestivos;Hombres;Suecia;0
016 Otros tumores malignos digestivos;Hombres;Resto de la UE-27;1
016 Otros tumores malignos digestivos;Hombres;Noruega;0
016 Otros tumores malignos digestivos;Hombres;Rusia;0
016 Otros tumores malignos digestivos;Hombres;Suiza;0
016 Otros tumores malignos digestivos;Hombres;Ucrania;1
016 Otros tumores malignos digestivos;Hombres;Resto de EUROPA;0
016 Otros tumores malignos digestivos;Hombres;PAÍSES DE ÁFRICA;4
016 Otros tumores malignos digestivos;Hombres;Argelia;0
016 Otros tumores malignos digestivos;Hombres;Marruecos;3
016 Otros tumores malignos digestivos;Hombres;Resto de ÁFRICA;1
016 Otros tumores malignos digestivos;Hombres;PAÍSES DE AMÉRICA;7
016 Otros tumores malignos digestivos;Hombres;Argentina;0
016 Otros tumores malignos digestivos;Hombres;Bolivia;0
016 Otros tumores malignos digestivos;Hombres;Brasil;1
016 Otros tumores malignos digestivos;Hombres;Colombia;1
016 Otros tumores malignos digestivos;Hombres;Cuba;0
016 Otros tumores malignos digestivos;Hombres;Ecuador;1
016 Otros tumores malignos digestivos;Hombres;Estados Unidos de América;0
016 Otros tumores malignos digestivos;Hombres;Perú;1
016 Otros tumores malignos digestivos;Hombres;Uruguay;1
016 Otros tumores malignos digestivos;Hombres;Resto de AMÉRICA;2
016 Otros tumores malignos digestivos;Hombres;PAÍSES DE ASIA;1
016 Otros tumores malignos digestivos;Hombres;China;0
016 Otros tumores malignos digestivos;Hombres;Resto de ASIA;1
016 Otros tumores malignos digestivos;Hombres;Resto de PAÍSES;0
016 Otros tumores malignos digestivos;Hombres;No consta;0
016 Otros tumores malignos digestivos;Mujeres;Total de defunciones;1.281
016 Otros tumores malignos digestivos;Mujeres;PAÍSES DE EUROPA;1.268
016 Otros tumores malignos digestivos;Mujeres;Países de la UE-27;1.266
016 Otros tumores malignos digestivos;Mujeres;Alemania;2
016 Otros tumores malignos digestivos;Mujeres;Austria;1
016 Otros tumores malignos digestivos;Mujeres;Bélgica;0
016 Otros tumores malignos digestivos;Mujeres;Bulgaría;1
016 Otros tumores malignos digestivos;Mujeres;Dinamarca;1
016 Otros tumores malignos digestivos;Mujeres;España;1.240
016 Otros tumores malignos digestivos;Mujeres;Finlandia;1
016 Otros tumores malignos digestivos;Mujeres;Francia;2
016 Otros tumores malignos digestivos;Mujeres;Irlanda;0
016 Otros tumores malignos digestivos;Mujeres;Italia;0
016 Otros tumores malignos digestivos;Mujeres;Países Bajos;1
016 Otros tumores malignos digestivos;Mujeres;Polonia;0
016 Otros tumores malignos digestivos;Mujeres;Portugal;2
016 Otros tumores malignos digestivos;Mujeres;Reino Unido;9
016 Otros tumores malignos digestivos;Mujeres;Rumanía;5
016 Otros tumores malignos digestivos;Mujeres;Suecia;0
016 Otros tumores malignos digestivos;Mujeres;Resto de la UE-27;1
016 Otros tumores malignos digestivos;Mujeres;Noruega;0
016 Otros tumores malignos digestivos;Mujeres;Rusia;0
016 Otros tumores malignos digestivos;Mujeres;Suiza;0
016 Otros tumores malignos digestivos;Mujeres;Ucrania;2
016 Otros tumores malignos digestivos;Mujeres;Resto de EUROPA;0
016 Otros tumores malignos digestivos;Mujeres;PAÍSES DE ÁFRICA;2
016 Otros tumores malignos digestivos;Mujeres;Argelia;0
016 Otros tumores malignos digestivos;Mujeres;Marruecos;1
016 Otros tumores malignos digestivos;Mujeres;Resto de ÁFRICA;1
016 Otros tumores malignos digestivos;Mujeres;PAÍSES DE AMÉRICA;11
016 Otros tumores malignos digestivos;Mujeres;Argentina;0
016 Otros tumores malignos digestivos;Mujeres;Bolivia;0
016 Otros tumores malignos digestivos;Mujeres;Brasil;0
016 Otros tumores malignos digestivos;Mujeres;Colombia;0
016 Otros tumores malignos digestivos;Mujeres;Cuba;2
016 Otros tumores malignos digestivos;Mujeres;Ecuador;0
016 Otros tumores malignos digestivos;Mujeres;Estados Unidos de América;2
016 Otros tumores malignos digestivos;Mujeres;Perú;1
016 Otros tumores malignos digestivos;Mujeres;Uruguay;0
016 Otros tumores malignos digestivos;Mujeres;Resto de AMÉRICA;6
016 Otros tumores malignos digestivos;Mujeres;PAÍSES DE ASIA;0
016 Otros tumores malignos digestivos;Mujeres;China;0
016 Otros tumores malignos digestivos;Mujeres;Resto de ASIA;0
016 Otros tumores malignos digestivos;Mujeres;Resto de PAÍSES;0
016 Otros tumores malignos digestivos;Mujeres;No consta;0
017 Tumor maligno de la laringe;Ambos sexos;Total de defunciones;1.320
017 Tumor maligno de la laringe;Ambos sexos;PAÍSES DE EUROPA;1.317
017 Tumor maligno de la laringe;Ambos sexos;Países de la UE-27;1.316
017 Tumor maligno de la laringe;Ambos sexos;Alemania;5
017 Tumor maligno de la laringe;Ambos sexos;Austria;0
017 Tumor maligno de la laringe;Ambos sexos;Bélgica;0
017 Tumor maligno de la laringe;Ambos sexos;Bulgaría;2
017 Tumor maligno de la laringe;Ambos sexos;Dinamarca;0
017 Tumor maligno de la laringe;Ambos sexos;España;1.292
017 Tumor maligno de la laringe;Ambos sexos;Finlandia;0
017 Tumor maligno de la laringe;Ambos sexos;Francia;0
017 Tumor maligno de la laringe;Ambos sexos;Irlanda;0
017 Tumor maligno de la laringe;Ambos sexos;Italia;1
017 Tumor maligno de la laringe;Ambos sexos;Países Bajos;1
017 Tumor maligno de la laringe;Ambos sexos;Polonia;1
017 Tumor maligno de la laringe;Ambos sexos;Portugal;2
017 Tumor maligno de la laringe;Ambos sexos;Reino Unido;9
017 Tumor maligno de la laringe;Ambos sexos;Rumanía;2
017 Tumor maligno de la laringe;Ambos sexos;Suecia;0
017 Tumor maligno de la laringe;Ambos sexos;Resto de la UE-27;1
017 Tumor maligno de la laringe;Ambos sexos;Noruega;0
017 Tumor maligno de la laringe;Ambos sexos;Rusia;1
017 Tumor maligno de la laringe;Ambos sexos;Suiza;0
017 Tumor maligno de la laringe;Ambos sexos;Ucrania;0
017 Tumor maligno de la laringe;Ambos sexos;Resto de EUROPA;0
017 Tumor maligno de la laringe;Ambos sexos;PAÍSES DE ÁFRICA;1
017 Tumor maligno de la laringe;Ambos sexos;Argelia;0
017 Tumor maligno de la laringe;Ambos sexos;Marruecos;1
017 Tumor maligno de la laringe;Ambos sexos;Resto de ÁFRICA;0
017 Tumor maligno de la laringe;Ambos sexos;PAÍSES DE AMÉRICA;2
